#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36C31
#Date Time: 2024-12-14 10:09:01.613
#Sample rate: 2.5e+07Hz
#Samples: 16384

Time (s),ser3,ser1,ser2,rclk,srclk,clk
-0.00012236,0,0,0,0,0,0
-0.00012232,0,0,0,0,0,0
-0.00012228,0,0,0,0,0,0
-0.00012224,0,0,0,0,0,0
-0.0001222,0,0,0,0,0,0
-0.00012216,0,0,0,0,0,0
-0.00012212,0,0,0,0,0,0
-0.00012208,0,0,0,0,0,0
-0.00012204,0,0,0,0,0,0
-0.000122,0,0,0,0,0,0
-0.00012196,0,0,0,0,0,0
-0.00012192,0,0,0,0,0,0
-0.00012188,0,0,0,0,0,0
-0.00012184,0,0,0,0,0,0
-0.0001218,0,0,0,0,0,0
-0.00012176,0,0,0,0,0,0
-0.00012172,0,0,0,0,0,0
-0.00012168,0,0,0,0,0,0
-0.00012164,0,0,0,0,0,0
-0.0001216,0,0,0,0,0,0
-0.00012156,0,0,0,0,0,0
-0.00012152,0,0,0,0,0,0
-0.00012148,0,0,0,0,0,0
-0.00012144,0,0,0,0,0,0
-0.0001214,0,0,0,0,0,0
